date,year,month,day,fips,county,state,lat,long,tmax,tmin
1928-12-23,1928,12,23,6055,Napa County,CA,38.5,-122.49999999965232,10.7471,1.0867
1928-12-24,1928,12,24,6055,Napa County,CA,38.5,-122.49999999965232,10.6642,1.0463
1928-12-25,1928,12,25,6055,Napa County,CA,38.5,-122.49999999965232,10.588,1.0082
1928-12-26,1928,12,26,6055,Napa County,CA,38.5,-122.49999999965232,10.5187,0.9723
1928-12-27,1928,12,27,6055,Napa County,CA,38.5,-122.49999999965232,10.4563,0.9386
1928-12-28,1928,12,28,6055,Napa County,CA,38.5,-122.49999999965232,10.401,0.9069
1928-12-29,1928,12,29,6055,Napa County,CA,38.5,-122.49999999965232,10.3526,0.8773
1928-12-30,1928,12,30,6055,Napa County,CA,38.5,-122.49999999965232,10.3114,0.8496
1928-12-31,1928,12,31,6055,Napa County,CA,38.5,-122.49999999965232,10.2773,0.8239
1929-01-01,1929,1,1,6055,Napa County,CA,38.5,-122.49999999965232,10.2504,0.79990000000000006
1929-01-02,1929,1,2,6055,Napa County,CA,38.5,-122.49999999965232,10.2307,0.7777
1929-01-03,1929,1,3,6055,Napa County,CA,38.5,-122.49999999965232,10.2184,0.7572
1929-01-04,1929,1,4,6055,Napa County,CA,38.5,-122.49999999965232,10.2134,0.7384
1929-01-05,1929,1,5,6055,Napa County,CA,38.5,-122.49999999965232,10.2158,0.7211
1929-01-06,1929,1,6,6055,Napa County,CA,38.5,-122.49999999965232,10.2257,0.7053
1929-01-07,1929,1,7,6055,Napa County,CA,38.5,-122.49999999965232,10.2431,0.691
1929-01-08,1929,1,8,6055,Napa County,CA,38.5,-122.49999999965232,10.2681,0.678
1929-01-09,1929,1,9,6055,Napa County,CA,38.5,-122.49999999965232,10.3008,0.6663
1929-01-10,1929,1,10,6055,Napa County,CA,38.5,-122.49999999965232,10.3411,0.6559
1929-01-11,1929,1,11,6055,Napa County,CA,38.5,-122.49999999965232,10.3892,0.6466
1929-01-12,1929,1,12,6055,Napa County,CA,38.5,-122.49999999965232,10.4451,0.6385
1929-01-13,1929,1,13,6055,Napa County,CA,38.5,-122.49999999965232,10.5088,0.6314
1929-01-14,1929,1,14,6055,Napa County,CA,38.5,-122.49999999965232,10.5804,0.6252
1929-01-15,1929,1,15,6055,Napa County,CA,38.5,-122.49999999965232,10.66,0.62
1929-01-16,1929,1,16,6055,Napa County,CA,38.5,-122.49999999965232,10.7475,0.6156
1929-01-17,1929,1,17,6055,Napa County,CA,38.5,-122.49999999965232,10.8427,0.6122
1929-01-18,1929,1,18,6055,Napa County,CA,38.5,-122.49999999965232,10.945,0.6098
1929-01-19,1929,1,19,6055,Napa County,CA,38.5,-122.49999999965232,11.0541,0.6084
1929-01-20,1929,1,20,6055,Napa County,CA,38.5,-122.49999999965232,11.1697,0.6081
1929-01-21,1929,1,21,6055,Napa County,CA,38.5,-122.49999999965232,11.2912,0.609
1929-01-22,1929,1,22,6055,Napa County,CA,38.5,-122.49999999965232,11.4183,0.6112
1929-01-23,1929,1,23,6055,Napa County,CA,38.5,-122.49999999965232,11.5505,0.6147
1929-01-24,1929,1,24,6055,Napa County,CA,38.5,-122.49999999965232,11.6876,0.6196
1929-01-25,1929,1,25,6055,Napa County,CA,38.5,-122.49999999965232,11.829,0.6259
1929-01-26,1929,1,26,6055,Napa County,CA,38.5,-122.49999999965232,11.9744,0.6338
1929-01-27,1929,1,27,6055,Napa County,CA,38.5,-122.49999999965232,12.1233,0.6433
1929-01-28,1929,1,28,6055,Napa County,CA,38.5,-122.49999999965232,12.2754,0.6545
1929-01-29,1929,1,29,6055,Napa County,CA,38.5,-122.49999999965232,12.4302,0.6674
1929-01-30,1929,1,30,6055,Napa County,CA,38.5,-122.49999999965232,12.5874,0.6822
1929-01-31,1929,1,31,6055,Napa County,CA,38.5,-122.49999999965232,12.7465,0.6988
1929-02-01,1929,2,1,6055,Napa County,CA,38.5,-122.49999999965232,12.9072,0.7173
1929-02-02,1929,2,2,6055,Napa County,CA,38.5,-122.49999999965232,13.0689,0.7379
1929-02-03,1929,2,3,6055,Napa County,CA,38.5,-122.49999999965232,13.2314,0.7605
1929-02-04,1929,2,4,6055,Napa County,CA,38.5,-122.49999999965232,13.3942,0.7853
1929-02-05,1929,2,5,6055,Napa County,CA,38.5,-122.49999999965232,13.5569,0.8124
1929-02-06,1929,2,6,6055,Napa County,CA,38.5,-122.49999999965232,13.7192,0.8417
1929-02-07,1929,2,7,6055,Napa County,CA,38.5,-122.49999999965232,13.8805,0.8734
1929-02-08,1929,2,8,6055,Napa County,CA,38.5,-122.49999999965232,14.0405,0.9075
1929-02-09,1929,2,9,6055,Napa County,CA,38.5,-122.49999999965232,14.1988,0.9441
1929-02-10,1929,2,10,6055,Napa County,CA,38.5,-122.49999999965232,14.355,0.9833
1929-02-11,1929,2,11,6055,Napa County,CA,38.5,-122.49999999965232,14.5086,1.0251
1929-02-12,1929,2,12,6055,Napa County,CA,38.5,-122.49999999965232,14.6594,1.0696
1929-02-13,1929,2,13,6055,Napa County,CA,38.5,-122.49999999965232,14.8068,1.1168
1929-02-14,1929,2,14,6055,Napa County,CA,38.5,-122.49999999965232,14.9505,1.167
1929-02-15,1929,2,15,6055,Napa County,CA,38.5,-122.49999999965232,15.09,1.22
1929-02-16,1929,2,16,6055,Napa County,CA,38.5,-122.49999999965232,15.225,1.276
1929-02-17,1929,2,17,6055,Napa County,CA,38.5,-122.49999999965232,15.3555,1.3347
1929-02-18,1929,2,18,6055,Napa County,CA,38.5,-122.49999999965232,15.4812,1.396
1929-02-19,1929,2,19,6055,Napa County,CA,38.5,-122.49999999965232,15.6023,1.4596
1929-02-20,1929,2,20,6055,Napa County,CA,38.5,-122.49999999965232,15.7185,1.5253
1929-02-21,1929,2,21,6055,Napa County,CA,38.5,-122.49999999965232,15.8299,1.593
1929-02-22,1929,2,22,6055,Napa County,CA,38.5,-122.49999999965232,15.9364,1.6623000000000001
1929-02-23,1929,2,23,6055,Napa County,CA,38.5,-122.49999999965232,16.0379,1.7331
1929-02-24,1929,2,24,6055,Napa County,CA,38.5,-122.49999999965232,16.1344,1.8052
1929-02-25,1929,2,25,6055,Napa County,CA,38.5,-122.49999999965232,16.2258,1.8783
1929-02-26,1929,2,26,6055,Napa County,CA,38.5,-122.49999999965232,16.312,1.9523
1929-02-27,1929,2,27,6055,Napa County,CA,38.5,-122.49999999965232,16.393,2.0269
1929-02-28,1929,2,28,6055,Napa County,CA,38.5,-122.49999999965232,16.4687,2.1019
1929-03-01,1929,3,1,6055,Napa County,CA,38.5,-122.49999999965232,16.5391,2.1771
1929-03-02,1929,3,2,6055,Napa County,CA,38.5,-122.49999999965232,16.6041,2.2522
1929-03-03,1929,3,3,6055,Napa County,CA,38.5,-122.49999999965232,16.6636,2.3272
1929-03-04,1929,3,4,6055,Napa County,CA,38.5,-122.49999999965232,16.7177,2.4016
1929-03-05,1929,3,5,6055,Napa County,CA,38.5,-122.49999999965232,16.7661,2.4755
1929-03-06,1929,3,6,6055,Napa County,CA,38.5,-122.49999999965232,16.8089,2.5484
1929-03-07,1929,3,7,6055,Napa County,CA,38.5,-122.49999999965232,16.846,2.6202
1929-03-08,1929,3,8,6055,Napa County,CA,38.5,-122.49999999965232,16.8773,2.6908
1929-03-09,1929,3,9,6055,Napa County,CA,38.5,-122.49999999965232,16.9028,2.7598
1929-03-10,1929,3,10,6055,Napa County,CA,38.5,-122.49999999965232,16.9224,2.8271
1929-03-11,1929,3,11,6055,Napa County,CA,38.5,-122.49999999965232,16.936,2.8924
1929-03-12,1929,3,12,6055,Napa County,CA,38.5,-122.49999999965232,16.9437,2.9556
1929-03-13,1929,3,13,6055,Napa County,CA,38.5,-122.49999999965232,16.9453,3.0164
1929-03-14,1929,3,14,6055,Napa County,CA,38.5,-122.49999999965232,16.9407,3.0746000000000002
1929-03-15,1929,3,15,6055,Napa County,CA,38.5,-122.49999999965232,16.93,3.13
1929-03-16,1929,3,16,6055,Napa County,CA,38.5,-122.49999999965232,16.9132,3.1824
1929-03-17,1929,3,17,6055,Napa County,CA,38.5,-122.49999999965232,16.8908,3.232
1929-03-18,1929,3,18,6055,Napa County,CA,38.5,-122.49999999965232,16.8638,3.2788
1929-03-19,1929,3,19,6055,Napa County,CA,38.5,-122.49999999965232,16.8328,3.323
1929-03-20,1929,3,20,6055,Napa County,CA,38.5,-122.49999999965232,16.7986,3.3648
1929-03-21,1929,3,21,6055,Napa County,CA,38.5,-122.49999999965232,16.762,3.4042
1929-03-22,1929,3,22,6055,Napa County,CA,38.5,-122.49999999965232,16.7238,3.4415
1929-03-23,1929,3,23,6055,Napa County,CA,38.5,-122.49999999965232,16.6847,3.4767
1929-03-24,1929,3,24,6055,Napa County,CA,38.5,-122.49999999965232,16.6455,3.5101
1929-03-25,1929,3,25,6055,Napa County,CA,38.5,-122.49999999965232,16.6069,3.5417
1929-03-26,1929,3,26,6055,Napa County,CA,38.5,-122.49999999965232,16.5698,3.5717
1929-03-27,1929,3,27,6055,Napa County,CA,38.5,-122.49999999965232,16.5349,3.6002
1929-03-28,1929,3,28,6055,Napa County,CA,38.5,-122.49999999965232,16.5029,3.6273
1929-03-29,1929,3,29,6055,Napa County,CA,38.5,-122.49999999965232,16.4747,3.6533
1929-03-30,1929,3,30,6055,Napa County,CA,38.5,-122.49999999965232,16.4509,3.6783
1929-03-31,1929,3,31,6055,Napa County,CA,38.5,-122.49999999965232,16.4325,3.7023
1929-04-01,1929,4,1,6055,Napa County,CA,38.5,-122.49999999965232,16.4201,3.7256
1929-04-02,1929,4,2,6055,Napa County,CA,38.5,-122.49999999965232,16.4144,3.7482
1929-04-03,1929,4,3,6055,Napa County,CA,38.5,-122.49999999965232,16.4164,3.7704
1929-04-04,1929,4,4,6055,Napa County,CA,38.5,-122.49999999965232,16.4267,3.7922
1929-04-05,1929,4,5,6055,Napa County,CA,38.5,-122.49999999965232,16.4461,3.8139
1929-04-06,1929,4,6,6055,Napa County,CA,38.5,-122.49999999965232,16.4754,3.8354
1929-04-07,1929,4,7,6055,Napa County,CA,38.5,-122.49999999965232,16.5153,3.8571
1929-04-08,1929,4,8,6055,Napa County,CA,38.5,-122.49999999965232,16.5666,3.8789
1929-04-09,1929,4,9,6055,Napa County,CA,38.5,-122.49999999965232,16.6301,3.9011
1929-04-10,1929,4,10,6055,Napa County,CA,38.5,-122.49999999965232,16.7066,3.9239
1929-04-11,1929,4,11,6055,Napa County,CA,38.5,-122.49999999965232,16.7968,3.9473
1929-04-12,1929,4,12,6055,Napa County,CA,38.5,-122.49999999965232,16.9014,3.9714
1929-04-13,1929,4,13,6055,Napa County,CA,38.5,-122.49999999965232,17.0213,3.9965
1929-04-14,1929,4,14,6055,Napa County,CA,38.5,-122.49999999965232,17.1573,4.0226
1929-04-15,1929,4,15,6055,Napa County,CA,38.5,-122.49999999965232,17.31,4.05
1929-04-16,1929,4,16,6055,Napa County,CA,38.5,-122.49999999965232,17.48,4.0787
1929-04-17,1929,4,17,6055,Napa County,CA,38.5,-122.49999999965232,17.6666,4.1089
1929-04-18,1929,4,18,6055,Napa County,CA,38.5,-122.49999999965232,17.8688,4.1407
1929-04-19,1929,4,19,6055,Napa County,CA,38.5,-122.49999999965232,18.0857,4.1742
1929-04-20,1929,4,20,6055,Napa County,CA,38.5,-122.49999999965232,18.3163,4.2096
1929-04-21,1929,4,21,6055,Napa County,CA,38.5,-122.49999999965232,18.5596,4.247
1929-04-22,1929,4,22,6055,Napa County,CA,38.5,-122.49999999965232,18.8147,4.2865
1929-04-23,1929,4,23,6055,Napa County,CA,38.5,-122.49999999965232,19.0806,4.3283
1929-04-24,1929,4,24,6055,Napa County,CA,38.5,-122.49999999965232,19.3564,4.3724
1929-04-25,1929,4,25,6055,Napa County,CA,38.5,-122.49999999965232,19.6411,4.4191
1929-04-26,1929,4,26,6055,Napa County,CA,38.5,-122.49999999965232,19.9337,4.4684
1929-04-27,1929,4,27,6055,Napa County,CA,38.5,-122.49999999965232,20.2333,4.5205
1929-04-28,1929,4,28,6055,Napa County,CA,38.5,-122.49999999965232,20.5389,4.5755
1929-04-29,1929,4,29,6055,Napa County,CA,38.5,-122.49999999965232,20.8495,4.6335
1929-04-30,1929,4,30,6055,Napa County,CA,38.5,-122.49999999965232,21.1642,4.6947
1929-05-01,1929,5,1,6055,Napa County,CA,38.5,-122.49999999965232,21.482,4.7592
1929-05-02,1929,5,2,6055,Napa County,CA,38.5,-122.49999999965232,21.802,4.8271
1929-05-03,1929,5,3,6055,Napa County,CA,38.5,-122.49999999965232,22.1232,4.8986
1929-05-04,1929,5,4,6055,Napa County,CA,38.5,-122.49999999965232,22.4446,4.9737
1929-05-05,1929,5,5,6055,Napa County,CA,38.5,-122.49999999965232,22.7653,5.0526
1929-05-06,1929,5,6,6055,Napa County,CA,38.5,-122.49999999965232,23.0843,5.1355
1929-05-07,1929,5,7,6055,Napa County,CA,38.5,-122.49999999965232,23.4006,5.2224
1929-05-08,1929,5,8,6055,Napa County,CA,38.5,-122.49999999965232,23.7133,5.3136
1929-05-09,1929,5,9,6055,Napa County,CA,38.5,-122.49999999965232,24.0214,5.4091
1929-05-10,1929,5,10,6055,Napa County,CA,38.5,-122.49999999965232,24.324,5.509
1929-05-11,1929,5,11,6055,Napa County,CA,38.5,-122.49999999965232,24.62,5.6135
1929-05-12,1929,5,12,6055,Napa County,CA,38.5,-122.49999999965232,24.9086,5.7227
1929-05-13,1929,5,13,6055,Napa County,CA,38.5,-122.49999999965232,25.1888,5.8368
1929-05-14,1929,5,14,6055,Napa County,CA,38.5,-122.49999999965232,25.4596,5.9558
1929-05-15,1929,5,15,6055,Napa County,CA,38.5,-122.49999999965232,25.72,6.08
1929-05-16,1929,5,16,6055,Napa County,CA,38.5,-122.49999999965232,25.9693,6.2093
1929-05-17,1929,5,17,6055,Napa County,CA,38.5,-122.49999999965232,26.2076,6.3434
1929-05-18,1929,5,18,6055,Napa County,CA,38.5,-122.49999999965232,26.4352,6.482
1929-05-19,1929,5,19,6055,Napa County,CA,38.5,-122.49999999965232,26.6523,6.6245
1929-05-20,1929,5,20,6055,Napa County,CA,38.5,-122.49999999965232,26.8593,6.7707
1929-05-21,1929,5,21,6055,Napa County,CA,38.5,-122.49999999965232,27.0565,6.92
1929-05-22,1929,5,22,6055,Napa County,CA,38.5,-122.49999999965232,27.2442,7.0722
1929-05-23,1929,5,23,6055,Napa County,CA,38.5,-122.49999999965232,27.4226,7.2267
1929-05-24,1929,5,24,6055,Napa County,CA,38.5,-122.49999999965232,27.5922,7.3832
1929-05-25,1929,5,25,6055,Napa County,CA,38.5,-122.49999999965232,27.7531,7.5412
1929-05-26,1929,5,26,6055,Napa County,CA,38.5,-122.49999999965232,27.9056,7.7004
1929-05-27,1929,5,27,6055,Napa County,CA,38.5,-122.49999999965232,28.0502,7.8604
1929-05-28,1929,5,28,6055,Napa County,CA,38.5,-122.49999999965232,28.187,8.0207
1929-05-29,1929,5,29,6055,Napa County,CA,38.5,-122.49999999965232,28.3164,8.1809
1929-05-30,1929,5,30,6055,Napa County,CA,38.5,-122.49999999965232,28.4387,8.3407
1929-05-31,1929,5,31,6055,Napa County,CA,38.5,-122.49999999965232,28.5541,8.4996
1929-06-01,1929,6,1,6055,Napa County,CA,38.5,-122.49999999965232,28.663,8.6572
1929-06-02,1929,6,2,6055,Napa County,CA,38.5,-122.49999999965232,28.7657,8.8131
1929-06-03,1929,6,3,6055,Napa County,CA,38.5,-122.49999999965232,28.8625,8.9669
1929-06-04,1929,6,4,6055,Napa County,CA,38.5,-122.49999999965232,28.9536,9.1182
1929-06-05,1929,6,5,6055,Napa County,CA,38.5,-122.49999999965232,29.0394,9.2665
1929-06-06,1929,6,6,6055,Napa County,CA,38.5,-122.49999999965232,29.1201,9.4116
1929-06-07,1929,6,7,6055,Napa County,CA,38.5,-122.49999999965232,29.1962,9.5529
1929-06-08,1929,6,8,6055,Napa County,CA,38.5,-122.49999999965232,29.2678,9.6901
1929-06-09,1929,6,9,6055,Napa County,CA,38.5,-122.49999999965232,29.3352,9.8227
1929-06-10,1929,6,10,6055,Napa County,CA,38.5,-122.49999999965232,29.3989,9.9503
1929-06-11,1929,6,11,6055,Napa County,CA,38.5,-122.49999999965232,29.459,10.0726
1929-06-12,1929,6,12,6055,Napa County,CA,38.5,-122.49999999965232,29.5158,10.1891
1929-06-13,1929,6,13,6055,Napa County,CA,38.5,-122.49999999965232,29.5698,10.2995
1929-06-14,1929,6,14,6055,Napa County,CA,38.5,-122.49999999965232,29.621,10.4032
1929-06-15,1929,6,15,6055,Napa County,CA,38.5,-122.49999999965232,29.67,10.5
1929-06-16,1929,6,16,6055,Napa County,CA,38.5,-122.49999999965232,29.7169,10.5895
1929-06-17,1929,6,17,6055,Napa County,CA,38.5,-122.49999999965232,29.7619,10.6718
1929-06-18,1929,6,18,6055,Napa County,CA,38.5,-122.49999999965232,29.8052,10.7472
1929-06-19,1929,6,19,6055,Napa County,CA,38.5,-122.49999999965232,29.846800000000002,10.8159
1929-06-20,1929,6,20,6055,Napa County,CA,38.5,-122.49999999965232,29.887,10.8783
1929-06-21,1929,6,21,6055,Napa County,CA,38.5,-122.49999999965232,29.9259,10.9344
1929-06-22,1929,6,22,6055,Napa County,CA,38.5,-122.49999999965232,29.9637,10.9847
1929-06-23,1929,6,23,6055,Napa County,CA,38.5,-122.49999999965232,30.0004,11.0293
1929-06-24,1929,6,24,6055,Napa County,CA,38.5,-122.49999999965232,30.0363,11.0685
1929-06-25,1929,6,25,6055,Napa County,CA,38.5,-122.49999999965232,30.0715,11.1025
1929-06-26,1929,6,26,6055,Napa County,CA,38.5,-122.49999999965232,30.1061,11.1316
1929-06-27,1929,6,27,6055,Napa County,CA,38.5,-122.49999999965232,30.1402,11.156
1929-06-28,1929,6,28,6055,Napa County,CA,38.5,-122.49999999965232,30.1741,11.176
1929-06-29,1929,6,29,6055,Napa County,CA,38.5,-122.49999999965232,30.2079,11.1919
1929-06-30,1929,6,30,6055,Napa County,CA,38.5,-122.49999999965232,30.2417,11.2038
1929-07-01,1929,7,1,6055,Napa County,CA,38.5,-122.49999999965232,30.2756,11.212
1929-07-02,1929,7,2,6055,Napa County,CA,38.5,-122.49999999965232,30.3099,11.2168
1929-07-03,1929,7,3,6055,Napa County,CA,38.5,-122.49999999965232,30.3446,11.2184
1929-07-04,1929,7,4,6055,Napa County,CA,38.5,-122.49999999965232,30.3799,11.2171
1929-07-05,1929,7,5,6055,Napa County,CA,38.5,-122.49999999965232,30.4159,11.2131
1929-07-06,1929,7,6,6055,Napa County,CA,38.5,-122.49999999965232,30.4529,11.2066
1929-07-07,1929,7,7,6055,Napa County,CA,38.5,-122.49999999965232,30.4909,11.198
1929-07-08,1929,7,8,6055,Napa County,CA,38.5,-122.49999999965232,30.5301,11.1874
1929-07-09,1929,7,9,6055,Napa County,CA,38.5,-122.49999999965232,30.5706,11.1752
1929-07-10,1929,7,10,6055,Napa County,CA,38.5,-122.49999999965232,30.6126,11.1615
1929-07-11,1929,7,11,6055,Napa County,CA,38.5,-122.49999999965232,30.6562,11.1466
1929-07-12,1929,7,12,6055,Napa County,CA,38.5,-122.49999999965232,30.7017,11.1307
1929-07-13,1929,7,13,6055,Napa County,CA,38.5,-122.49999999965232,30.749,11.1142
1929-07-14,1929,7,14,6055,Napa County,CA,38.5,-122.49999999965232,30.7984,11.0972
1929-07-15,1929,7,15,6055,Napa County,CA,38.5,-122.49999999965232,30.85,11.08
1929-07-16,1929,7,16,6055,Napa County,CA,38.5,-122.49999999965232,30.9039,11.0628
1929-07-17,1929,7,17,6055,Napa County,CA,38.5,-122.49999999965232,30.9598,11.0455
1929-07-18,1929,7,18,6055,Napa County,CA,38.5,-122.49999999965232,31.0175,11.0281
1929-07-19,1929,7,19,6055,Napa County,CA,38.5,-122.49999999965232,31.0766,11.0105
1929-07-20,1929,7,20,6055,Napa County,CA,38.5,-122.49999999965232,31.1368,10.9926
1929-07-21,1929,7,21,6055,Napa County,CA,38.5,-122.49999999965232,31.1978,10.9742
1929-07-22,1929,7,22,6055,Napa County,CA,38.5,-122.49999999965232,31.2592,10.9553
1929-07-23,1929,7,23,6055,Napa County,CA,38.5,-122.49999999965232,31.3208,10.9357
1929-07-24,1929,7,24,6055,Napa County,CA,38.5,-122.49999999965232,31.3822,10.9155
1929-07-25,1929,7,25,6055,Napa County,CA,38.5,-122.49999999965232,31.4431,10.8945
1929-07-26,1929,7,26,6055,Napa County,CA,38.5,-122.49999999965232,31.5032,10.8725
1929-07-27,1929,7,27,6055,Napa County,CA,38.5,-122.49999999965232,31.5622,10.8496
1929-07-28,1929,7,28,6055,Napa County,CA,38.5,-122.49999999965232,31.6198,10.8256
1929-07-29,1929,7,29,6055,Napa County,CA,38.5,-122.49999999965232,31.6756,10.8004
1929-07-30,1929,7,30,6055,Napa County,CA,38.5,-122.49999999965232,31.7294,10.774
1929-07-31,1929,7,31,6055,Napa County,CA,38.5,-122.49999999965232,31.7807,10.7461
1929-08-01,1929,8,1,6055,Napa County,CA,38.5,-122.49999999965232,31.8294,10.7168
1929-08-02,1929,8,2,6055,Napa County,CA,38.5,-122.49999999965232,31.8751,10.686
1929-08-03,1929,8,3,6055,Napa County,CA,38.5,-122.49999999965232,31.9174,10.6535
1929-08-04,1929,8,4,6055,Napa County,CA,38.5,-122.49999999965232,31.956,10.6192
1929-08-05,1929,8,5,6055,Napa County,CA,38.5,-122.49999999965232,31.9907,10.5831
1929-08-06,1929,8,6,6055,Napa County,CA,38.5,-122.49999999965232,32.0212,10.5451
1929-08-07,1929,8,7,6055,Napa County,CA,38.5,-122.49999999965232,32.047,10.505
1929-08-08,1929,8,8,6055,Napa County,CA,38.5,-122.49999999965232,32.0679,10.4628
1929-08-09,1929,8,9,6055,Napa County,CA,38.5,-122.49999999965232,32.0836,10.4184
1929-08-10,1929,8,10,6055,Napa County,CA,38.5,-122.49999999965232,32.0937,10.3717
1929-08-11,1929,8,11,6055,Napa County,CA,38.5,-122.49999999965232,32.0979,10.3225
1929-08-12,1929,8,12,6055,Napa County,CA,38.5,-122.49999999965232,32.096,10.2709
1929-08-13,1929,8,13,6055,Napa County,CA,38.5,-122.49999999965232,32.0876,10.2166
1929-08-14,1929,8,14,6055,Napa County,CA,38.5,-122.49999999965232,32.0724,10.1597
1929-08-15,1929,8,15,6055,Napa County,CA,38.5,-122.49999999965232,32.05,10.1
1929-08-16,1929,8,16,6055,Napa County,CA,38.5,-122.49999999965232,32.0203,10.0375
1929-08-17,1929,8,17,6055,Napa County,CA,38.5,-122.49999999965232,31.9836,9.9723
1929-08-18,1929,8,18,6055,Napa County,CA,38.5,-122.49999999965232,31.9402,9.9046
1929-08-19,1929,8,19,6055,Napa County,CA,38.5,-122.49999999965232,31.8906,9.8348
1929-08-20,1929,8,20,6055,Napa County,CA,38.5,-122.49999999965232,31.8351,9.763
1929-08-21,1929,8,21,6055,Napa County,CA,38.5,-122.49999999965232,31.7742,9.6894
1929-08-22,1929,8,22,6055,Napa County,CA,38.5,-122.49999999965232,31.7082,9.6143
1929-08-23,1929,8,23,6055,Napa County,CA,38.5,-122.49999999965232,31.6376,9.5379
1929-08-24,1929,8,24,6055,Napa County,CA,38.5,-122.49999999965232,31.5627,9.4605
1929-08-25,1929,8,25,6055,Napa County,CA,38.5,-122.49999999965232,31.484,9.3821
1929-08-26,1929,8,26,6055,Napa County,CA,38.5,-122.49999999965232,31.4018,9.3032
1929-08-27,1929,8,27,6055,Napa County,CA,38.5,-122.49999999965232,31.3166,9.2239
1929-08-28,1929,8,28,6055,Napa County,CA,38.5,-122.49999999965232,31.2287,9.1443
1929-08-29,1929,8,29,6055,Napa County,CA,38.5,-122.49999999965232,31.1386,9.0649
1929-08-30,1929,8,30,6055,Napa County,CA,38.5,-122.49999999965232,31.0467,8.9857
1929-08-31,1929,8,31,6055,Napa County,CA,38.5,-122.49999999965232,30.9532,8.907
1929-09-01,1929,9,1,6055,Napa County,CA,38.5,-122.49999999965232,30.8588,8.829
1929-09-02,1929,9,2,6055,Napa County,CA,38.5,-122.49999999965232,30.7637,8.752
1929-09-03,1929,9,3,6055,Napa County,CA,38.5,-122.49999999965232,30.6683,8.6761
1929-09-04,1929,9,4,6055,Napa County,CA,38.5,-122.49999999965232,30.5731,8.6017
1929-09-05,1929,9,5,6055,Napa County,CA,38.5,-122.49999999965232,30.4784,8.5289
1929-09-06,1929,9,6,6055,Napa County,CA,38.5,-122.49999999965232,30.3847,8.4579
1929-09-07,1929,9,7,6055,Napa County,CA,38.5,-122.49999999965232,30.2924,8.3891
1929-09-08,1929,9,8,6055,Napa County,CA,38.5,-122.49999999965232,30.2017,8.3225
1929-09-09,1929,9,9,6055,Napa County,CA,38.5,-122.49999999965232,30.1133,8.2585
1929-09-10,1929,9,10,6055,Napa County,CA,38.5,-122.49999999965232,30.0274,8.1972
1929-09-11,1929,9,11,6055,Napa County,CA,38.5,-122.49999999965232,29.9444,8.1389
1929-09-12,1929,9,12,6055,Napa County,CA,38.5,-122.49999999965232,29.8648,8.0838
1929-09-13,1929,9,13,6055,Napa County,CA,38.5,-122.49999999965232,29.7889,8.0321
1929-09-14,1929,9,14,6055,Napa County,CA,38.5,-122.49999999965232,29.7172,7.9841
1929-09-15,1929,9,15,6055,Napa County,CA,38.5,-122.49999999965232,29.65,7.94
1929-09-16,1929,9,16,6055,Napa County,CA,38.5,-122.49999999965232,29.5876,7.8999
1929-09-17,1929,9,17,6055,Napa County,CA,38.5,-122.49999999965232,29.5299,7.8633
1929-09-18,1929,9,18,6055,Napa County,CA,38.5,-122.49999999965232,29.4763,7.8299
1929-09-19,1929,9,19,6055,Napa County,CA,38.5,-122.49999999965232,29.4266,7.7991
1929-09-20,1929,9,20,6055,Napa County,CA,38.5,-122.49999999965232,29.3803,7.7704
1929-09-21,1929,9,21,6055,Napa County,CA,38.5,-122.49999999965232,29.3372,7.7433
1929-09-22,1929,9,22,6055,Napa County,CA,38.5,-122.49999999965232,29.2968,7.7173
1929-09-23,1929,9,23,6055,Napa County,CA,38.5,-122.49999999965232,29.2588,7.6919
1929-09-24,1929,9,24,6055,Napa County,CA,38.5,-122.49999999965232,29.2228,7.6666
1929-09-25,1929,9,25,6055,Napa County,CA,38.5,-122.49999999965232,29.1884,7.6409
1929-09-26,1929,9,26,6055,Napa County,CA,38.5,-122.49999999965232,29.1554,7.6143
1929-09-27,1929,9,27,6055,Napa County,CA,38.5,-122.49999999965232,29.1232,7.5862
1929-09-28,1929,9,28,6055,Napa County,CA,38.5,-122.49999999965232,29.0915,7.5563
1929-09-29,1929,9,29,6055,Napa County,CA,38.5,-122.49999999965232,29.0601,7.524
1929-09-30,1929,9,30,6055,Napa County,CA,38.5,-122.49999999965232,29.0284,7.4887
1929-10-01,1929,10,1,6055,Napa County,CA,38.5,-122.49999999965232,28.9962,7.4501
1929-10-02,1929,10,2,6055,Napa County,CA,38.5,-122.49999999965232,28.963,7.4075
1929-10-03,1929,10,3,6055,Napa County,CA,38.5,-122.49999999965232,28.9285,7.3605
1929-10-04,1929,10,4,6055,Napa County,CA,38.5,-122.49999999965232,28.8924,7.3086
1929-10-05,1929,10,5,6055,Napa County,CA,38.5,-122.49999999965232,28.8542,7.2513
1929-10-06,1929,10,6,6055,Napa County,CA,38.5,-122.49999999965232,28.8137,7.1881
1929-10-07,1929,10,7,6055,Napa County,CA,38.5,-122.49999999965232,28.7704,7.1184
1929-10-08,1929,10,8,6055,Napa County,CA,38.5,-122.49999999965232,28.7239,7.0419
1929-10-09,1929,10,9,6055,Napa County,CA,38.5,-122.49999999965232,28.6739,6.9579
1929-10-10,1929,10,10,6055,Napa County,CA,38.5,-122.49999999965232,28.6201,6.866
